,name,sid,race,college,psat,gpa,honors,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9
289,Zahra Lin,290,white,Aardvark University,86.0,1.3235830172033773,3,,,,,,,,,,
290,Nihar D'Agnostino,291,latino,Institute of Banana Harvesting,121.0,1.7171515761640153,10,,,,,,,,,,
291,Edward D'Agnostino,292,other,Cranberry Lemon University,240,3.989471511562407,3,,,,,,,,,,
292,Rayid Velez,293,latino,Whale University,174.0,2.079121888912308,6,,,,,,,,,,
293,Nathan Brown,294,latino,Whale University,208.0,3.0002396829499514,7,,,,,,,,,,
294,Michelangelo Rowe,295,aa,Aardvark University,145.0,1.78678919419281,7,,,,,,,,,,
295,Jonathan McFowland,296,aa,Mount Yo-yo College,77.0,1.298193004311774,10,,,,,,,,,,
296,Tom Eneva,297,white,Aardvark University,73.0,1.7518263943088317,4,,,,,,,,,,
297,Jonathan Gee,298,white,Starfish University,175.0,3.6619983411814343,3,,,,,,,,,,
298,John Gee,299,white,Cranberry Lemon University,215.0,3.0908357788503573,1,,,,,,,,,,
299,Tom Su,300,white,Cappybara Community College,108.0,1.5787589214143796,10,,,,,,,,,,
300,Andrea Jacobs,301,aa,Cranberry Lemon University,178.0,3.7245020748570976,7,,,,,,,,,,
301,Allen Plagge,302,aa,Cappybara Community College,113.0,1.7386319451823087,0,,,,,,,,,,
302,Rayid McFowland,303,latino,Aardvark University,98.0,2.4315226894985638,0,,,,,,,,,,
303,Varoon Adhikari,304,white,Institute of Banana Harvesting,221.0,2.947420715518975,3,,,,,,,,,,
304,Rayid Jacobs,305,latino,Starfish University,240,3.8572266750307116,0,,,,,,,,,,
305,Nick Bashyakarla,306,latino,Institute of Banana Harvesting,131.0,3.014806147058048,10,,,,,,,,,,
306,Sophia Shah,307,aa,Cranberry Lemon University,175.0,2.359662709803683,2,,,,,,,,,,
307,Paul Meinshausen,308,other,Cranberry Lemon University,207.0,3.818563098767382,1,,,,,,,,,,
308,John Velez,309,other,Cranberry Lemon University,239.0,3.323162143274799,6,,,,,,,,,,
309,Kayla Auerbach,310,latino,Institute of Banana Harvesting,60,1.1248202853487317,4,,,,,,,,,,
310,Nick Vohra,311,other,Institute of Banana Harvesting,60,1.0508230416852842,8,,,,,,,,,,
311,Chris Velez,312,white,Aardvark University,98.0,1.6236590043420163,1,,,,,,,,,,
312,Tom Ashktorab,313,latino,Mount Yo-yo College,103.0,1.1077216946981288,3,,,,,,,,,,
313,Juan-Pablo D'Agnostino,314,aa,Aardvark University,140.0,2.809062674757293,7,,,,,,,,,,
314,Elena Rowe,315,latino,Whale University,205.0,3.9699100511135588,7,,,,,,,,,,
315,Vidhur McFowland,316,aa,Whale University,177.0,2.6429443683648914,6,,,,,,,,,,
316,John Bashyakarla,317,aa,Aardvark University,166.0,1.9406652306713768,5,,,,,,,,,,
317,Elena Meinshausen,318,latino,Cappybara Community College,102.0,1.5672236769230508,7,,,,,,,,,,
318,Nathan Plagge,319,other,Mount Yo-yo College,102.0,1.7608063119854511,3,,,,,,,,,,
319,Nick Rowe,320,latino,Aardvark University,162.0,2.1630496989181665,0,,,,,,,,,,
320,Elena Ashktorab,321,aa,Whale University,166.0,3.6053537955811574,2,,,,,,,,,,
321,Matt Vohra,322,white,Cappybara Community College,71.0,1.4279892441946724,7,,,,,,,,,,
322,Elena Adhikari,323,aa,Cappybara Community College,139.0,2.3079544616878556,4,,,,,,,,,,
323,Zahra Meinshausen,324,aa,Starfish University,169.0,3.5217898994552317,6,,,,,,,,,,
324,Sophia Jacobs,325,aa,Aardvark University,119.0,2.790991786147083,3,,,,,,,,,,
325,Nathan Mader,326,white,Institute of Banana Harvesting,108.0,1.893326060652882,2,,,,,,,,,,
326,Nathan Bashyakarla,327,aa,Cranberry Lemon University,240,3.585806970294935,10,,,,,,,,,,
327,Allen Jacobs,328,aa,Cranberry Lemon University,240,3.648376113161691,2,,,,,,,,,,
328,Kayla Rowe,329,white,Aardvark University,207.0,3.0014782577618395,0,,,,,,,,,,
329,Allen Leiby,330,latino,Aardvark University,179.0,3.140317317940135,5,,,,,,,,,,
330,Elena Auerbach,331,white,Institute of Banana Harvesting,75.0,1.2712871744214467,1,,,,,,,,,,
331,Andrea McFowland,332,latino,Aardvark University,90.0,2.259942971045616,10,,,,,,,,,,
332,Juan-Pablo Gee,333,other,Cranberry Lemon University,240,3.490996129465961,4,,,,,,,,,,
333,John Vohra,334,latino,Aardvark University,146.0,2.6891150169072207,7,,,,,,,,,,
334,Vidhur Su,335,other,Starfish University,167.0,3.363713944481315,10,,,,,,,,,,
335,Sam Lin,336,aa,Institute of Banana Harvesting,60,1.4233662895450485,9,,,,,,,,,,
336,Nick Leiby,337,latino,Cranberry Lemon University,240,3.650125304776864,10,,,,,,,,,,
337,Jonathan Su,338,other,Whale University,177.0,3.2274403106237606,2,,,,,,,,,,
338,Tom Alice,339,other,Aardvark University,128.0,2.9583715768899577,1,,,,,,,,,,
339,Chris Bashyakarla,340,aa,Starfish University,190.0,2.3655990257046944,0,,,,,,,,,,
340,Sophia Bashyakarla,341,latino,Starfish University,229.0,3.9187565451485877,1,,,,,,,,,,
341,Chris Ghani,342,other,Mount Yo-yo College,63.0,1.4097970083105702,9,,,,,,,,,,
342,Rayid Brown,343,aa,Whale University,105.0,1.8009505940971726,0,,,,,,,,,,
343,Rayid Adhikari,344,latino,Aardvark University,119.0,2.4629815725089363,8,,,,,,,,,,
344,Nick Brock,345,latino,Cranberry Lemon University,240,3.6496290413592964,3,,,,,,,,,,
345,Sam Ghani,346,other,Institute of Banana Harvesting,224.0,3.837008515885979,8,,,,,,,,,,
346,Nick Su,347,white,Cappybara Community College,124.0,2.8518636499689536,2,,,,,,,,,,
347,Elena Shah,348,latino,Cranberry Lemon University,240,3.83725485060512,3,,,,,,,,,,
348,Edward D'Agnostino,349,other,Whale University,172.0,2.1159201993620926,3,,,,,,,,,,
349,Rayid Lin,350,white,Aardvark University,106.0,2.191690466346954,3,,,,,,,,,,
350,Sam Alice,351,other,Starfish University,235.0,3.5123293079959153,3,,,,,,,,,,
351,Tom D'Agnostino,352,other,Aardvark University,144.0,2.133794290564518,1,,,,,,,,,,
352,Edward Su,353,other,Starfish University,130.0,2.77574157958716,7,,,,,,,,,,
353,Paul Jacobs,354,white,Starfish University,184.0,3.130695603159572,5,,,,,,,,,,
354,Andrea Shah,355,other,Aardvark University,103.0,1.7790764325397395,0,,,,,,,,,,
355,Chris D'Agnostino,356,white,Whale University,156.0,3.25711593195564,9,,,,,,,,,,
356,Matt Leiby,357,latino,Starfish University,193.0,2.431930536697003,9,,,,,,,,,,
357,Varoon Rowe,358,aa,Whale University,191.0,2.931353340041614,10,,,,,,,,,,
358,Nick Eneva,359,white,Mount Yo-yo College,64.0,1.3642280114933427,3,,,,,,,,,,
359,Jonathan Eneva,360,other,Starfish University,237.0,3.57866792959472,0,,,,,,,,,,
360,Andrea Meinshausen,361,latino,Starfish University,100.0,2.461200898827464,9,,,,,,,,,,
361,Elena Alice,362,other,Mount Yo-yo College,60,1.6063024246542326,5,,,,,,,,,,
362,Kayla Vohra,363,white,Cranberry Lemon University,213.0,3.685761150347706,3,,,,,,,,,,
363,John Jacobs,364,other,Cranberry Lemon University,236.0,3.8126302746914833,8,,,,,,,,,,
364,John Brock,365,white,Aardvark University,149.0,2.641192905870356,4,,,,,,,,,,
365,Nihar Velez,366,other,Whale University,178.0,3.305408385370659,8,,,,,,,,,,
366,Vidhur Eneva,367,other,Aardvark University,203.0,2.639834828696869,6,,,,,,,,,,
367,Michelangelo Leiby,368,other,Cranberry Lemon University,240,3.7853039065994447,0,,,,,,,,,,
368,Allen Auerbach,369,aa,Aardvark University,125.0,2.1686662857672285,6,,,,,,,,,,
369,Elena Gee,370,latino,Cranberry Lemon University,176.0,3.1563025921196926,3,,,,,,,,,,
370,Elena Lin,371,latino,Whale University,175.0,2.822175281122129,7,,,,,,,,,,
371,Michelangelo Leiby,372,other,Cappybara Community College,132.0,1.4895724072653773,3,,,,,,,,,,
372,Vidhur Su,373,white,Mount Yo-yo College,103.0,1.7377567990020095,1,,,,,,,,,,
373,Vidhur D'Agnostino,374,white,Institute of Banana Harvesting,60,1.6664562278576742,8,,,,,,,,,,
374,Nathan Plagge,375,latino,Aardvark University,133.0,2.9060836801498797,5,,,,,,,,,,
375,Chris Gee,376,aa,Cappybara Community College,64.0,1.632499962608736,5,,,,,,,,,,
376,Michelangelo Shah,377,latino,Cappybara Community College,135.0,2.955080675584757,8,,,,,,,,,,
377,Nathan Auerbach,378,white,Cappybara Community College,117.0,1.5448612693820678,1,,,,,,,,,,
378,Nihar Rowe,379,other,Institute of Banana Harvesting,240,3.394650712556942,8,,,,,,,,,,
379,Zahra Gee,380,latino,Cranberry Lemon University,196.0,2.6757007528395755,2,,,,,,,,,,
380,Nihar Auerbach,381,latino,Whale University,138.0,2.7616327079575,6,,,,,,,,,,
381,Rayid Ghani,382,aa,Institute of Banana Harvesting,88.0,1.2288567375794588,1,,,,,,,,,,
382,Juan-Pablo Brown,383,white,Cranberry Lemon University,199.0,3.7022253830598464,8,,,,,,,,,,
383,Elena Plagge,384,white,Aardvark University,149.0,2.487066902023681,0,,,,,,,,,,
384,Vidhur Adhikari,385,other,Starfish University,211.0,2.7906200431515953,8,,,,,,,,,,
385,Paul Ghani,386,white,Cranberry Lemon University,240,3.9982727899998904,2,,,,,,,,,,
386,Nihar Meinshausen,387,aa,Starfish University,150.0,2.2177368387895577,10,,,,,,,,,,
387,Matt Brown,388,aa,Aardvark University,83.0,2.13235034753971,1,,,,,,,,,,
388,Tom Su,389,other,Whale University,194.0,3.0629218451767724,10,,,,,,,,,,
389,Chris Rowe,390,white,Cranberry Lemon University,240,3.306650235552713,2,,,,,,,,,,
390,Juan-Pablo Lin,391,latino,Starfish University,124.0,2.1348183041478297,3,,,,,,,,,,
391,Jonathan Ghani,392,other,Cappybara Community College,138.0,2.700580092231563,6,,,,,,,,,,
392,Sophia Rowe,393,latino,Mount Yo-yo College,68.0,1.7481667154688036,0,,,,,,,,,,
393,Varoon Alice,394,aa,Mount Yo-yo College,60,1.3943123973879716,3,,,,,,,,,,
394,Edward Bashyakarla,395,other,Mount Yo-yo College,60,1.6255304268530701,10,,,,,,,,,,
395,Rayid Auerbach,396,latino,Aardvark University,193.0,2.4755788002825474,2,,,,,,,,,,
396,Allen Adhikari,397,latino,Cranberry Lemon University,240,3.7002527404413996,9,,,,,,,,,,
397,Varoon Meinshausen,398,other,Starfish University,238.0,3.5558903384040947,2,,,,,,,,,,
398,Juan-Pablo Shah,399,other,Whale University,158.0,3.275899378042542,7,,,,,,,,,,
399,Paul Auerbach,400,white,Whale University,132.0,2.7977115896298668,2,,,,,,,,,,
400,Edward Meinshausen,401,latino,Whale University,142.0,2.8620820733998,7,,,,,,,,,,
401,Juan-Pablo Bashyakarla,402,latino,Institute of Banana Harvesting,118.0,1.1828184256552827,10,,,,,,,,,,
402,Nathan Leiby,403,latino,Institute of Banana Harvesting,67.0,1.204817402101876,1,,,,,,,,,,
403,Matt Meinshausen,404,white,Starfish University,177.0,3.1789596598535965,4,,,,,,,,,,
404,Tom Velez,405,aa,Aardvark University,71.0,1.281960054736908,0,,,,,,,,,,
405,Tom Bashyakarla,406,white,Aardvark University,154.0,3.1233023562186975,5,,,,,,,,,,
406,Elena Ashktorab,407,aa,Cappybara Community College,104.0,1.894030050222347,3,,,,,,,,,,
407,Juan-Pablo McFowland,408,latino,Mount Yo-yo College,66.0,1.29225727198939,10,,,,,,,,,,
408,Varoon Su,409,aa,Whale University,204.0,3.3249213432927247,6,,,,,,,,,,
409,Nihar Brock,410,other,Cappybara Community College,101.0,2.2910707548745886,10,,,,,,,,,,
410,Juan-Pablo Lin,411,latino,Aardvark University,161.0,2.3563617370152987,10,,,,,,,,,,
411,Paul Ghani,412,aa,Cappybara Community College,83.0,1.2121735684621475,1,,,,,,,,,,
412,Rayid Bashyakarla,413,latino,Cappybara Community College,83.0,2.0126050538436804,8,,,,,,,,,,
413,Sophia Rowe,414,aa,Aardvark University,176.0,2.9779869437976445,9,,,,,,,,,,
414,Vidhur Shah,415,other,Starfish University,178.0,2.7080858420273914,2,,,,,,,,,,
415,Sophia Bashyakarla,416,aa,Mount Yo-yo College,60,1.4335256556147113,2,,,,,,,,,,
416,Paul Ashktorab,417,other,Cappybara Community College,132.0,2.628351010641748,4,,,,,,,,,,
417,Nihar McFowland,418,other,Mount Yo-yo College,141.0,1.6831893186332016,7,,,,,,,,,,
418,Andrea Jacobs,419,other,Cappybara Community College,65.0,1.4949101587624347,1,,,,,,,,,,
419,Vidhur Velez,420,other,Mount Yo-yo College,95.0,1.0992277107466455,1,,,,,,,,,,
420,Paul Bashyakarla,421,aa,Aardvark University,158.0,2.95292526126319,7,,,,,,,,,,
421,Vidhur Su,422,white,Cappybara Community College,60,1.439943951516611,4,,,,,,,,,,
422,Allen Gee,423,white,Cappybara Community College,69.0,1.4915427231017808,0,,,,,,,,,,
423,Allen Lin,424,other,Institute of Banana Harvesting,187.0,3.8472955327124225,7,,,,,,,,,,
424,Matt Rowe,425,latino,Cappybara Community College,77.0,1.8739356911718323,0,,,,,,,,,,
425,Allen Su,426,white,Aardvark University,142.0,2.184683922461791,2,,,,,,,,,,
426,Sam McFowland,427,white,Cranberry Lemon University,205.0,3.590646172257426,3,,,,,,,,,,
427,Chris Velez,428,white,Aardvark University,137.0,3.104597053583329,4,,,,,,,,,,
428,Nick Mader,429,latino,Whale University,183.0,3.7392622460237126,8,,,,,,,,,,
429,Varoon Mader,430,latino,Aardvark University,135.0,1.5423045644325581,7,,,,,,,,,,
430,Tom Auerbach,431,latino,Institute of Banana Harvesting,87.0,1.1396080800679602,3,,,,,,,,,,
431,John Bashyakarla,432,white,Cranberry Lemon University,240,3.776549024349443,5,,,,,,,,,,
432,Chris Rowe,433,aa,Cranberry Lemon University,226.0,3.748496352522504,2,,,,,,,,,,
433,Michelangelo Eneva,434,other,Aardvark University,135.0,2.9833119841624995,5,,,,,,,,,,
434,John Jacobs,435,latino,Starfish University,189.0,3.106003324803516,4,,,,,,,,,,
435,Kayla Shah,436,other,Starfish University,203.0,2.6924957089788784,7,,,,,,,,,,
436,Allen Velez,437,aa,Starfish University,203.0,3.3376704022960055,0,,,,,,,,,,
437,Juan-Pablo Mader,438,other,Whale University,172.0,2.4600359113681938,6,,,,,,,,,,
438,Sophia Plagge,439,aa,Cappybara Community College,60,1.14665739108787,3,,,,,,,,,,
439,John Ashktorab,440,white,Whale University,140.0,2.9041864443524883,4,,,,,,,,,,
440,Chris Auerbach,441,other,Cappybara Community College,85.0,2.0908460282337282,0,,,,,,,,,,
441,Kayla Leiby,442,latino,Cappybara Community College,153.0,2.0408385043991206,4,,,,,,,,,,
442,Sam Jacobs,443,other,Institute of Banana Harvesting,104.0,1.6063995029623848,5,,,,,,,,,,
443,Nathan Jacobs,444,aa,Whale University,169.0,3.100846747918741,7,,,,,,,,,,
444,Zahra Meinshausen,445,other,Cappybara Community College,145.0,1.7818706508856015,2,,,,,,,,,,
445,Varoon Leiby,446,aa,Cappybara Community College,108.0,1.6990289898231064,7,,,,,,,,,,
446,Elena Eneva,447,white,Cranberry Lemon University,240,3.8980628229944023,0,,,,,,,,,,
447,Jonathan D'Agnostino,448,other,Mount Yo-yo College,102.0,2.2794675411867695,5,,,,,,,,,,
448,Sophia Bashyakarla,449,white,Mount Yo-yo College,110.0,1.0717351088991562,9,,,,,,,,,,
449,Rayid Gee,450,aa,Institute of Banana Harvesting,240,3.5478839563545064,8,,,,,,,,,,
450,Sam Meinshausen,451,white,Starfish University,214.0,3.1228949308619227,5,,,,,,,,,,
451,Varoon Ghani,452,latino,Whale University,201.0,3.507312476454611,8,,,,,,,,,,
452,Matt Lin,453,white,Whale University,121.0,1.9386084590212649,10,,,,,,,,,,
453,Paul McFowland,454,other,Whale University,131.0,1.848439434794088,6,,,,,,,,,,
454,Elena Su,455,white,Starfish University,227.0,3.4224280485660143,1,,,,,,,,,,
455,Matt Lin,456,latino,Aardvark University,136.0,1.5931165841409136,1,,,,,,,,,,
456,Edward Meinshausen,457,other,Whale University,179.0,2.702407887010462,10,,,,,,,,,,
457,Elena Su,458,other,Cappybara Community College,123.0,1.9678074206597072,10,,,,,,,,,,
458,Zahra Lin,459,aa,Whale University,173.0,2.370502554384941,9,,,,,,,,,,
459,Matt Bashyakarla,460,white,Cranberry Lemon University,189.0,3.758989303216943,0,,,,,,,,,,
460,Nathan Rowe,461,latino,Whale University,174.0,3.3461646418335382,9,,,,,,,,,,
461,Kayla Auerbach,462,white,Mount Yo-yo College,79.0,1.962691448125041,5,,,,,,,,,,
462,Sophia Lin,463,latino,Starfish University,122.0,2.5147752598605155,3,,,,,,,,,,
463,Michelangelo Adhikari,464,other,Whale University,186.0,3.5322045032903047,5,,,,,,,,,,
464,John Gee,465,latino,Whale University,240,3.2431577724011187,10,,,,,,,,,,
465,Paul Auerbach,466,latino,Cranberry Lemon University,240,3.9605052799314566,8,,,,,,,,,,
466,Nathan Rowe,467,white,Aardvark University,152.0,3.080865342953703,1,,,,,,,,,,
467,Andrea Auerbach,468,latino,Cranberry Lemon University,234.0,3.8171833653836407,0,,,,,,,,,,
468,John Velez,469,white,Cranberry Lemon University,167.0,3.211041348597451,1,,,,,,,,,,
469,Zahra Jacobs,470,latino,Mount Yo-yo College,60,1.3248765448995137,2,,,,,,,,,,
470,Rayid Bashyakarla,471,aa,Starfish University,233.0,3.984756515038859,0,,,,,,,,,,
471,Allen Brock,472,aa,Starfish University,187.0,3.058896363168476,5,,,,,,,,,,
472,Edward Jacobs,473,other,Aardvark University,148.0,3.2836873039796197,4,,,,,,,,,,
473,Nihar Brown,474,aa,Institute of Banana Harvesting,60,1.4535665637110875,4,,,,,,,,,,
474,John Alice,475,latino,Cappybara Community College,120.0,1.2674925161416906,6,,,,,,,,,,
475,Allen Shah,476,white,Institute of Banana Harvesting,240,3.712861204123145,8,,,,,,,,,,
476,Sophia Gee,477,latino,Cranberry Lemon University,240,3.9809871244323998,4,,,,,,,,,,
477,Nihar Su,478,white,Cappybara Community College,127.0,1.840172119991954,5,,,,,,,,,,
478,Vidhur Lin,479,other,Mount Yo-yo College,60.0,1.5051385832523323,0,,,,,,,,,,
479,Andrea Mader,480,white,Institute of Banana Harvesting,221.0,2.9083647085155753,3,,,,,,,,,,
480,Allen Meinshausen,481,white,Institute of Banana Harvesting,131.0,2.537699305677987,5,,,,,,,,,,
481,Nathan Jacobs,482,latino,Institute of Banana Harvesting,71.0,1.4477161359071116,7,,,,,,,,,,
482,Elena Brock,483,latino,Starfish University,198.0,3.5645858612382457,10,,,,,,,,,,
483,Andrea Mader,484,aa,Aardvark University,123.0,2.1103732856856676,10,,,,,,,,,,
484,Varoon Ghani,485,other,Whale University,104.0,2.343083787876571,5,,,,,,,,,,
485,Michelangelo Velez,486,aa,Cappybara Community College,101.0,2.039935637541604,9,,,,,,,,,,
486,Andrea Alice,487,latino,Whale University,157.0,2.615242433045162,2,,,,,,,,,,
487,Sophia Adhikari,488,latino,Mount Yo-yo College,99.0,1.1741553303107766,3,,,,,,,,,,
488,Jonathan Adhikari,489,aa,Cappybara Community College,122.0,1.9818251492371959,5,,,,,,,,,,
489,Varoon Velez,490,aa,Mount Yo-yo College,60,1.1549789393675853,6,,,,,,,,,,
490,Elena McFowland,491,latino,Cappybara Community College,159.0,2.654583953857527,10,,,,,,,,,,
491,Andrea Brock,492,latino,Institute of Banana Harvesting,87.0,1.0409835623335355,6,,,,,,,,,,
492,Nick Vohra,493,white,Mount Yo-yo College,90.0,1.7024158671105774,7,,,,,,,,,,
493,Chris Plagge,494,other,Aardvark University,82.0,1.746128032297936,8,,,,,,,,,,
494,Nihar Su,495,aa,Starfish University,226.0,3.633503297288877,7,,,,,,,,,,
495,Andrea Brown,496,aa,Starfish University,188.0,2.3088850991196472,8,,,,,,,,,,
496,Chris Brock,497,latino,Starfish University,213.0,3.840721320276594,9,,,,,,,,,,
497,Vidhur Leiby,498,other,Cappybara Community College,141.0,2.3216016609991095,9,,,,,,,,,,
498,Michelangelo Bashyakarla,499,white,Cappybara Community College,67.0,1.929971570996745,2,,,,,,,,,,
499,Michelangelo Su,500,other,Whale University,155.0,2.428446180814165,8,,,,,,,,,,
500,Varoon Ghani,501,aa,Aardvark University,103.0,1.701276562574958,5,,,,,,,,,,
501,Elena Ashktorab,502,white,Mount Yo-yo College,60,1.3769736027162187,1,,,,,,,,,,
502,Allen Ghani,503,latino,Cranberry Lemon University,238.0,3.319542520290405,9,,,,,,,,,,
503,Chris Shah,504,aa,Institute of Banana Harvesting,83.0,1.008198135468128,4,,,,,,,,,,
504,Jonathan D'Agnostino,505,aa,Starfish University,232.0,3.1056261869197237,4,,,,,,,,,,
505,Allen Jacobs,506,aa,Aardvark University,137.0,1.697666098312907,2,,,,,,,,,,
506,Kayla Ghani,507,white,Cappybara Community College,62.0,1.7498830581807048,5,,,,,,,,,,
507,Allen McFowland,508,latino,Starfish University,240,3.934293403148235,10,,,,,,,,,,
508,Sam Mader,509,white,Mount Yo-yo College,82.0,1.572730610216998,8,,,,,,,,,,
509,Zahra Meinshausen,510,aa,Mount Yo-yo College,93.0,1.735030840096086,5,,,,,,,,,,
510,Sophia Velez,511,latino,Starfish University,195.0,3.011155588926183,3,,,,,,,,,,
511,Andrea Brown,512,latino,Mount Yo-yo College,64.0,1.1881020751695235,6,,,,,,,,,,
512,Paul Lin,513,other,Aardvark University,122.0,1.6902264208873943,8,,,,,,,,,,
513,Kayla D'Agnostino,514,aa,Cranberry Lemon University,190.0,3.8228792477716427,7,,,,,,,,,,
514,Jonathan Leiby,515,white,Starfish University,221.0,3.5547175974241023,10,,,,,,,,,,
515,Rayid Eneva,516,aa,Aardvark University,203.0,3.467271040178539,7,,,,,,,,,,
516,Rayid Auerbach,517,aa,Mount Yo-yo College,78.0,1.5080634831542166,4,,,,,,,,,,
517,Andrea D'Agnostino,518,latino,Whale University,155.0,3.37913900737124,5,,,,,,,,,,
518,Varoon Mader,519,aa,Starfish University,222.0,2.9239859135050024,0,,,,,,,,,,
519,Allen Rowe,520,aa,Cappybara Community College,66.0,1.8460437541553087,9,,,,,,,,,,
520,Varoon Lin,521,aa,Cappybara Community College,161.0,2.0697133016209706,1,,,,,,,,,,
521,John Velez,522,aa,Whale University,231.0,3.5975123442257173,5,,,,,,,,,,
522,Elena Brock,523,white,Starfish University,240,3.7969557313672873,3,,,,,,,,,,
523,Edward Rowe,524,aa,Starfish University,187.0,2.643097903967719,9,,,,,,,,,,
524,Kayla Lin,525,aa,Whale University,174.0,2.7023204000436913,10,,,,,,,,,,
525,Allen Su,526,latino,Cranberry Lemon University,240,3.5015107976927577,10,,,,,,,,,,
